,Unnamed: 0,cve,owner,repo,patch,reserve_idx_diff,publish_idx_diff,reserve_time,publish_time
1340,1918,CVE-2020-15126,parse-community,parse-server,78239ac9071167fdf243c55ae4bc9a2c0b0d89aa,35,-6,2020-06-25T00:00:00+00:00,2020-07-22T23:05:19+00:00
1346,1927,CVE-2020-15163,theupdateframework,tuf,3d342e648fbacdf43a13d7ba8886aaaf07334af7,-246,-365,2020-06-25T00:00:00+00:00,2020-09-09T17:30:19+00:00
1355,1969,CVE-2020-15229,hpcng,singularity,eba3dea260b117198fdb6faf41f2482ab2f8d53e,190,-1,2020-06-25T00:00:00+00:00,2020-10-14T18:55:14+00:00
1362,1978,CVE-2020-15270,parse-community,parse-server,78b59fb26b1c36e3cdbd42ba9fec025003267f58,126,-3,2020-06-25T00:00:00+00:00,2020-10-22T21:25:16+00:00
1364,1981,CVE-2020-15278,Cog-Creators,Red-DiscordBot,726bfd38adfdfaef760412a68e01447b470f438b,236,-12,2020-06-25T00:00:00+00:00,2020-10-28T16:35:15+00:00
1366,1983,CVE-2020-15500,maptiler,tileserver-gl,10431d70d0f0d7b7950ae2c02aea0850c7566621,0,0,2020-07-01T00:00:00+00:00,2020-07-01T22:14:44+00:00
1367,1984,CVE-2020-15904,ilanschnell,bsdiff4,49a4cee2feef7deaf9d89e5e793a8824930284d7,-9,-9,2020-07-22T00:00:00+00:00,2020-07-22T22:25:51+00:00
1371,1992,CVE-2020-1734,ansible,ansible,e5649ca3e807f17e7c034ee22791f107162973b0,1906,784,2019-11-27T00:00:00+00:00,2020-03-03T21:23:15+00:00
1373,1994,CVE-2020-1740,ansible,ansible,28f9fbdb5e281976e33f443193047068afb97a9b,1362,96,2019-11-27T00:00:00+00:00,2020-03-16T15:07:11+00:00
1374,1995,CVE-2020-17446,MagicStack,asyncpg,69bcdf5bf7696b98ee708be5408fd7d854e910d0,-8,-9,2020-08-09T00:00:00+00:00,2020-08-12T15:56:23+00:00
1379,2000,CVE-2020-17511,apache,airflow,4e32546faf227a6497ce8b282fff7450cae6f665,614,-911,2020-08-12T00:00:00+00:00,2020-12-14T09:40:15+00:00
1380,2001,CVE-2020-17515,apache,airflow,409c249121bd9c8902fc2ba551b21873ab41f953,2298,790,2020-08-12T00:00:00+00:00,2020-12-11T13:40:12+00:00
1383,2004,CVE-2020-17522,apache,trafficcontrol,492290d810e9608afb5d265b98cd3f3e153e776b,57,-218,2020-08-12T00:00:00+00:00,2021-01-26T12:42:07+00:00
1384,2005,CVE-2020-17526,apache,airflow,dfa7b26ddaca80ee8fd9915ee9f6eac50fac77f6,-4436,-6030,2020-08-12T00:00:00+00:00,2020-12-21T16:45:13+00:00
1385,2006,CVE-2020-17526,apache,airflow,fe6d00a54f83468e296777d3b83b65a2ae7169ec,-4372,-5966,2020-08-12T00:00:00+00:00,2020-12-21T16:45:13+00:00
1386,2010,CVE-2020-17532,apache,servicecomb-java-chassis,839a52e27c754cb5ce14f20063902f21065bd26c,61,-52,2020-08-12T00:00:00+00:00,2021-01-25T09:25:14+00:00
1387,2011,CVE-2020-17532,apache,servicecomb-java-chassis,ba4fb37b6ab8bd3a6c3d0693f295d99a94879838,62,-51,2020-08-12T00:00:00+00:00,2021-01-25T09:25:14+00:00
1388,2012,CVE-2020-17533,apache,accumulo,56142a89952533fef922fa86739a879c073e7c2a,160,-29,2020-08-12T00:00:00+00:00,2020-12-29T11:30:13+00:00
1389,2013,CVE-2020-17533,apache,accumulo,877ad502f6857e48342664e4b0ce83db74e4cda4,154,-35,2020-08-12T00:00:00+00:00,2020-12-29T11:30:13+00:00
1392,2018,CVE-2020-1911,facebook,hermes,fe52854cdf6725c2eaa9e125995da76e6ceb27da,763,-27,2019-12-02T00:00:00+00:00,2020-09-04T02:35:20+00:00
1393,2019,CVE-2020-1912,facebook,hermes,091835377369c8fd5917d9b87acffa721ad2a168,799,-11,2019-12-02T00:00:00+00:00,2020-09-09T18:50:17+00:00
1394,2020,CVE-2020-1913,facebook,hermes,2c7af7ec481ceffd0d14ce2d7c045e475fd71dc6,734,-76,2019-12-02T00:00:00+00:00,2020-09-09T19:00:19+00:00
1395,2021,CVE-2020-1914,facebook,hermes,b2021df620824627f5a8c96615edbd1eb7fdddfc,926,-50,2019-12-02T00:00:00+00:00,2020-10-08T18:50:11+00:00
1396,2022,CVE-2020-1915,facebook,hermes,8cb935cd3b2321c46aa6b7ed8454d95c75a7fca0,900,-164,2019-12-02T00:00:00+00:00,2020-10-26T20:20:13+00:00
1398,2024,CVE-2020-1941,apache,activemq,81bd743eaa243f0cc5dfbb1342cee1fef1fc5df2,11,-196,2019-12-02T00:00:00+00:00,2020-05-14T16:29:26+00:00
1401,2027,CVE-2020-1953,apache,commons-configuration,add7375cf37fd316d4838c6c56b054fc293b4641,10,-15,2019-12-02T00:00:00+00:00,2020-03-13T14:58:49+00:00
1408,2036,CVE-2020-2097,jenkinsci,sounds-plugin,0c376d46fd91b12696e5f7389110ddece0724457,-2,-4,2019-12-05T00:00:00+00:00,2020-01-15T15:15:26+00:00
1409,2037,CVE-2020-2099,jenkinsci,jenkins,5054bc6e12e1022993d719f66e289ab1d22ae854,132,-100,2019-12-05T00:00:00+00:00,2020-01-29T15:15:27+00:00
1410,2038,CVE-2020-2100,jenkinsci,jenkins,cd28a6d9347228b03da0e45653e23032342c2a36,128,-104,2019-12-05T00:00:00+00:00,2020-01-29T15:15:28+00:00
1411,2039,CVE-2020-2101,jenkinsci,jenkins,0ba36508187ff771bba87feaf03057496775064c,134,-98,2019-12-05T00:00:00+00:00,2020-01-29T15:15:28+00:00
1412,2040,CVE-2020-2102,jenkinsci,jenkins,6f35dbb939ebe947bdb1979010b208480f1d0e31,131,-101,2019-12-05T00:00:00+00:00,2020-01-29T15:15:28+00:00
1413,2041,CVE-2020-2103,jenkinsci,jenkins,77f36f37f5e3cabd0e4ece16d46d7943454ed15b,133,-99,2019-12-05T00:00:00+00:00,2020-01-29T15:15:29+00:00
1414,2042,CVE-2020-2104,jenkinsci,jenkins,7d44836fad0f49341ae2a61de06dbb556014a2df,130,-102,2019-12-05T00:00:00+00:00,2020-01-29T15:15:29+00:00
1415,2043,CVE-2020-2105,jenkinsci,jenkins,639ade55caa05324c60d15b2fa8df27ee0111b76,129,-103,2019-12-05T00:00:00+00:00,2020-01-29T15:15:30+00:00
1416,2044,CVE-2020-2106,jenkinsci,code-coverage-api-plugin,24921da6d625c4deb259049446dc2b45b1da4603,9,-2,2019-12-05T00:00:00+00:00,2020-01-29T15:15:30+00:00
1418,2048,CVE-2020-2111,jenkinsci,subversion-plugin,545ca52f6de9af7541621bbea716ead449cd2b98,12,-4,2019-12-05T00:00:00+00:00,2020-02-12T14:35:41+00:00
1419,2049,CVE-2020-2112,jenkinsci,git-parameter-plugin,6fd933c5b1af4ec5dc27edfe2c74931dbff69012,13,-2,2019-12-05T00:00:00+00:00,2020-02-12T14:35:41+00:00
1420,2050,CVE-2020-2113,jenkinsci,git-parameter-plugin,6fd933c5b1af4ec5dc27edfe2c74931dbff69012,13,-2,2019-12-05T00:00:00+00:00,2020-02-12T14:35:41+00:00
1426,2056,CVE-2020-2132,jenkinsci,environment-manager-tools-plugin,a2511b9d3dfbd3778471c6840ae6026076f11134,1,1,2019-12-05T00:00:00+00:00,2020-02-12T14:35:49+00:00
1429,2059,CVE-2020-2136,jenkinsci,git-plugin,f581998be38cfed8e080c672c4b7caa8b4a45979,190,-12,2019-12-05T00:00:00+00:00,2020-03-09T15:00:57+00:00
1433,2063,CVE-2020-2140,jenkinsci,audit-trail-plugin,40c6d621a03e6a50b291dca7188d07d0aa3de946,23,-3,2019-12-05T00:00:00+00:00,2020-03-09T15:00:58+00:00
1437,2072,CVE-2020-2160,jenkinsci,jenkins,f479652171f4ab854747de64b22bf59adb35fb8f,402,-58,2019-12-05T00:00:00+00:00,2020-03-25T16:05:34+00:00
1438,2073,CVE-2020-2160,jenkinsci,jenkins,f7cf28355973df1ca6eb19066370bf70b10742f7,403,-57,2019-12-05T00:00:00+00:00,2020-03-25T16:05:34+00:00
1439,2074,CVE-2020-2162,jenkinsci,jenkins,c2d22b241eba718c62996e2ceeb5f2e0e9787f81,401,-59,2019-12-05T00:00:00+00:00,2020-03-25T16:05:35+00:00
1440,2075,CVE-2020-2169,jenkinsci,queue-cleanup-plugin,b3e562a427e704fc15dafe7664bd67aafcd4e03e,0,-3,2019-12-05T00:00:00+00:00,2020-03-25T16:05:38+00:00
1441,2076,CVE-2020-2169,jenkinsci,queue-cleanup-plugin,e7dae99aa3a414004e953303c7c687d65348de11,1,-2,2019-12-05T00:00:00+00:00,2020-03-25T16:05:38+00:00
1442,2077,CVE-2020-2172,jenkinsci,code-coverage-api-plugin,f0ef84c25f7bc4de4e722e994de57d238225834c,24,-2,2019-12-05T00:00:00+00:00,2020-04-07T12:25:23+00:00
1448,2083,CVE-2020-2179,jenkinsci,yaml-axis-plugin,346802860c68a5a9bb4996c81fed4e05bee594f4,2,-10,2019-12-05T00:00:00+00:00,2020-04-16T13:35:17+00:00
1450,2085,CVE-2020-2181,jenkinsci,credentials-binding-plugin,59ead11bcb3fd132258d1d7da4a34d47750f40d2,26,-3,2019-12-05T00:00:00+00:00,2020-05-06T12:45:22+00:00
1451,2086,CVE-2020-2182,jenkinsci,credentials-binding-plugin,77681e0d184b0ccafa2a27da3b3bdbba95b4fe8f,27,-2,2019-12-05T00:00:00+00:00,2020-05-06T12:45:23+00:00
1456,2094,CVE-2020-2191,jenkinsci,swarm-plugin,4d18f98b00e4c84b152d52346fb9ef1a227b1cf7,64,-3,2019-12-05T00:00:00+00:00,2020-06-03T12:40:23+00:00
1457,2095,CVE-2020-2192,jenkinsci,swarm-plugin,4d18f98b00e4c84b152d52346fb9ef1a227b1cf7,64,-3,2019-12-05T00:00:00+00:00,2020-06-03T12:40:23+00:00
1459,2101,CVE-2020-2207,jenkinsci,vncviewer-plugin,99b2aa3ed0857ef35de9a3aca0b0c53add3b392d,27,-2,2019-12-05T00:00:00+00:00,2020-07-02T14:55:35+00:00
1465,2107,CVE-2020-2220,jenkinsci,jenkins,b43531acee280dedc3ea454a2fc5a1a42990ddda,774,-36,2019-12-05T00:00:00+00:00,2020-07-15T17:00:26+00:00
1466,2108,CVE-2020-2221,jenkinsci,jenkins,f6e575381bdba85afaf27c529d7298091f226e49,775,-35,2019-12-05T00:00:00+00:00,2020-07-15T17:00:26+00:00
1467,2109,CVE-2020-2222,jenkinsci,jenkins,e7443ef2ef255253231f3f1db0034fae39f0cba5,776,-34,2019-12-05T00:00:00+00:00,2020-07-15T17:00:26+00:00
1468,2110,CVE-2020-2223,jenkinsci,jenkins,11f4a351224ef04cfeb9c7636fb1590b67543f3c,782,-28,2019-12-05T00:00:00+00:00,2020-07-15T17:00:27+00:00
1469,2111,CVE-2020-2224,jenkinsci,matrix-project-plugin,b5f22a43147360896442c4a7719446a864898cb4,20,-7,2019-12-05T00:00:00+00:00,2020-07-15T17:00:27+00:00
1470,2112,CVE-2020-2225,jenkinsci,matrix-project-plugin,b5f22a43147360896442c4a7719446a864898cb4,20,-7,2019-12-05T00:00:00+00:00,2020-07-15T17:00:28+00:00
1471,2113,CVE-2020-2226,jenkinsci,matrix-auth-plugin,e263a2feb47594787952a7e0bd1550e849c58b07,27,-3,2019-12-05T00:00:00+00:00,2020-07-15T17:00:28+00:00
1473,2115,CVE-2020-2229,jenkinsci,jenkins,fe4cbe03804d6240d0b58d0b2301ea9530a34916,860,-34,2019-12-05T00:00:00+00:00,2020-08-12T13:25:21+00:00
1474,2116,CVE-2020-2230,jenkinsci,jenkins,e49f690939596acbc9a1be64128b2c7eaf91a6db,858,-36,2019-12-05T00:00:00+00:00,2020-08-12T13:25:21+00:00
1475,2117,CVE-2020-2231,jenkinsci,jenkins,29c9a8fdeafe26fded955cfba188f50fd4f1786a,859,-35,2019-12-05T00:00:00+00:00,2020-08-12T13:25:22+00:00
1477,2120,CVE-2020-2238,jenkinsci,git-parameter-plugin,7014c4dd030ee4226b4795137050743a84d67cb0,34,-2,2019-12-05T00:00:00+00:00,2020-09-01T13:50:30+00:00
1479,2123,CVE-2020-22403,mrvautin,expressCart,cd3ba1bc609c2f2946bfbc7ee2fccf3483eb71fb,-76,-130,2020-08-13T00:00:00+00:00,2021-08-12T00:00:00+00:00
1480,2126,CVE-2020-2244,jenkinsci,build-failure-analyzer-plugin,c974938f213df0109269cb1b4508b8a1ec19f0ff,55,-3,2019-12-05T00:00:00+00:00,2020-09-01T13:50:32+00:00
1486,2134,CVE-2020-2281,jenkinsci,lockable-resources-plugin,50ab82498f792775a761e6f4937607b240ecde67,28,-3,2019-12-05T00:00:00+00:00,2020-09-23T13:10:18+00:00
1488,2136,CVE-2020-2283,jenkinsci,liquibase-runner-plugin,4873c19dc921653d994edd6caa9e161c6353c6ae,44,-32,2019-12-05T00:00:00+00:00,2020-09-23T13:10:19+00:00
1489,2137,CVE-2020-2285,jenkinsci,liquibase-runner-plugin,d1607478c9592f45d5e9a4868cb85195c634cb60,67,-9,2019-12-05T00:00:00+00:00,2020-09-23T13:10:20+00:00
1490,2138,CVE-2020-2287,jenkinsci,audit-trail-plugin,329c6090c1c444a16e95757e537b0cbb2347a9f4,60,-3,2019-12-05T00:00:00+00:00,2020-10-08T12:40:25+00:00
1491,2139,CVE-2020-2288,jenkinsci,audit-trail-plugin,43433147bec001f13536534d3d282ce3c28b26be,59,-4,2019-12-05T00:00:00+00:00,2020-10-08T12:40:25+00:00
1492,2148,CVE-2020-2304,jenkinsci,subversion-plugin,83f24081114a465f88d44fc84180d4d9d02c705d,17,-2,2019-12-05T00:00:00+00:00,2020-11-04T14:35:38+00:00
1505,2165,CVE-2020-24356,cloudflare,cloudflared,9323844ea773b1444460fa09295ab8c01a88d97e,7,-46,2020-08-14T00:00:00+00:00,2020-10-02T14:16:23+00:00
1507,2167,CVE-2020-24391,mongo-express,mongo-express,3a26b079e7821e0e209c3ee0cc2ae15ad467b91a,-4,-49,2020-08-19T00:00:00+00:00,2021-03-30T20:52:58+00:00
1514,2174,CVE-2020-24714,scalyr,scalyr-agent-2,96d5f5bec734c7a0e7c64654cdb7aacc81fdc867,-75,-75,2020-08-27T00:00:00+00:00,2020-08-27T21:52:29+00:00
1521,2183,CVE-2020-25614,antchfx,xmlquery,5648b2f39e8d5d3fc903c45a4f1274829df71821,-2,-2,2020-09-16T00:00:00+00:00,2020-09-16T14:41:08+00:00
1522,2184,CVE-2020-25638,hibernate,hibernate-orm,59fede7acaaa1579b561407aefa582311f7ebe78,22,-200,2020-09-16T00:00:00+00:00,2020-12-02T14:36:24+00:00
1531,2194,CVE-2020-26232,jupyter-server,jupyter_server,3d83e49090289c431da253e2bdb8dc479cbcb157,74,-13,2020-10-01T00:00:00+00:00,2020-11-24T21:10:14+00:00
1533,2196,CVE-2020-26238,jmrozanec,cron-utils,4cf373f7352f5d95f0bf6512af8af326b31c835e,70,-6,2020-10-01T00:00:00+00:00,2020-11-24T23:50:12+00:00
1534,2197,CVE-2020-26240,ethereum,go-ethereum,d990df909d7839640143344e79356754384dcdd0,70,-32,2020-10-01T00:00:00+00:00,2020-11-25T01:25:27+00:00
1535,2198,CVE-2020-26241,ethereum,go-ethereum,295693759e5ded05fec0b2fb39359965b60da785,-178,-280,2020-10-01T00:00:00+00:00,2020-11-25T01:25:20+00:00
1536,2199,CVE-2020-26242,ethereum,go-ethereum,7163a6664ee664df81b9028ab3ba13b9d65a7196,-168,-270,2020-10-01T00:00:00+00:00,2020-11-25T01:25:15+00:00
1541,2204,CVE-2020-26250,jupyterhub,oauthenticator,a4aac191c16cf6281f3d346615aefa75702b02d7,36,-3,2020-10-01T00:00:00+00:00,2020-12-01T20:30:16+00:00
1544,2208,CVE-2020-26264,ethereum,go-ethereum,bddd103a9f0af27ef533f04e06ea429cf76b6d46,99,-42,2020-10-01T00:00:00+00:00,2020-12-11T16:45:24+00:00
1545,2209,CVE-2020-26265,ethereum,go-ethereum,87c0ba92136a75db0ab2aba1046d4a9860375d6a,-93,-234,2020-10-01T00:00:00+00:00,2020-12-11T16:45:15+00:00
1547,2218,CVE-2020-26275,jupyter-server,jupyter_server,85e4abccf6ea9321d29153f73b0bd72ccb3a6bca,111,-4,2020-10-01T00:00:00+00:00,2020-12-21T18:00:16+00:00
1550,2223,CVE-2020-26288,parse-community,parse-server,da905a357d062ab4fea727a21eac231acc2ed92a,63,-30,2020-10-01T00:00:00+00:00,2020-12-30T19:25:17+00:00
1558,2232,CVE-2020-26309,ftonato,nope-validator,4564b7444dcd92769e5c5b80420469c9f18b7a05,11,-106,2020-10-01T00:00:00+00:00,2024-10-26T20:26:28+00:00
1559,2233,CVE-2020-26309,ftonato,nope-validator,c8af9f93abe8f4786f8f69d2b0518f8ca3652f44,12,-105,2020-10-01T00:00:00+00:00,2024-10-26T20:26:28+00:00
1566,2242,CVE-2020-27348,snapcore,snapcraft,a0ceca9d531a34c979251030ed67b5fa2abfdd9a,44,1,2020-10-20T00:00:00+00:00,2020-12-04T02:30:36+00:00
1574,2256,CVE-2020-28267,strikeentco,set,102cc6b2e1d1e0c928ced87e75df759d5541ff60,0,0,2020-11-06T00:00:00+00:00,2020-11-10T15:58:51+00:00
1587,2269,CVE-2020-28441,loge5,conf-cfg-ini,3a88a6c52c31eb6c0f033369eed40aa168a636ea,1,-8,2020-11-12T00:00:00+00:00,2022-07-25T14:06:32+00:00
1588,2270,CVE-2020-28441,loge5,conf-cfg-ini,ecd878f8f7398e765739e989c7fe7cc052308947,2,-7,2020-11-12T00:00:00+00:00,2022-07-25T14:06:32+00:00
1589,2271,CVE-2020-28442,js-data,js-data,2d9eed5d3e9710d7e7fecc6f6437c39fe73a4097,1,1,2020-11-12T00:00:00+00:00,2020-12-15T07:25:15+00:00
1593,2275,CVE-2020-28458,DataTables,DataTablesSrc,a51cbe99fd3d02aa5582f97d4af1615d11a1ea03,-9,-15,2020-11-12T00:00:00+00:00,2020-12-16T10:35:20+00:00
1605,2287,CVE-2020-28483,gin-gonic,gin,03e5e05ae089bc989f1ca41841f05504d29e3fd9,18,7,2020-11-12T00:00:00+00:00,2021-01-20T17:46:29+00:00
1606,2288,CVE-2020-28483,gin-gonic,gin,5929d521715610c9dd14898ebbe1d188d5de8937,93,82,2020-11-12T00:00:00+00:00,2021-01-20T17:46:29+00:00
1607,2289,CVE-2020-28483,gin-gonic,gin,bfc8ca285eb46dad60e037d57c545cd260636711,16,5,2020-11-12T00:00:00+00:00,2021-01-20T17:46:29+00:00
1612,2294,CVE-2020-28493,pallets,jinja,15ef8f09b659f9100610583938005a7a10472d4d,31,-9,2020-11-12T00:00:00+00:00,2021-02-01T19:30:16+00:00
1614,2298,CVE-2020-28499,yeikos,js.merge,7b0ddc2701d813f2ba289b32d6a4b9d4cc235fb4,4,0,2020-11-12T00:00:00+00:00,2021-02-18T16:05:19+00:00
1615,2299,CVE-2020-28500,lodash,lodash,c4847ebe7d14540bb28a8b932a9ce1b9ecbfee1a,0,-1,2020-11-12T00:00:00+00:00,2021-02-15T11:10:16+00:00
1646,2334,CVE-2020-35653,python-pillow,Pillow,2f409261eb1228e166868f8f0b5da5cda52e55bf,-65,-284,2020-12-23T00:00:00+00:00,2021-01-12T08:02:35+00:00
1647,2335,CVE-2020-35654,python-pillow,Pillow,eb8c1206d6b170d4e798a00db7432e023853da5c,-170,-389,2020-12-23T00:00:00+00:00,2021-01-12T08:06:55+00:00
1648,2336,CVE-2020-35655,python-pillow,Pillow,2f409261eb1228e166868f8f0b5da5cda52e55bf,-65,-284,2020-12-23T00:00:00+00:00,2021-01-12T08:08:47+00:00
1649,2337,CVE-2020-35655,python-pillow,Pillow,7e95c63fa7f503f185d3d9eb16b9cee1e54d1e46,-192,-411,2020-12-23T00:00:00+00:00,2021-01-12T08:08:47+00:00
1677,2366,CVE-2020-36567,gin-gonic,gin,a71af9c144f9579f6dbe945341c1df37aaf09c0d,-246,-291,2022-07-29T19:10:22+00:00,2022-12-27T20:58:14+00:00
1681,2371,CVE-2020-36625,destinygg,chat,bebd256fc3063111fb4503ca25e005ebf6e73780,-24,-24,2022-12-22T00:00:00+00:00,2022-12-22T00:00:00+00:00
1697,2390,CVE-2020-4059,mikaelbr,mversion,6c76c9efd27c7ff5a5c6f187e8b7a435c4722338,6,-1,2019-12-30T00:00:00+00:00,2020-06-18T19:25:15+00:00
1709,2403,CVE-2020-5232,ensdomains,ens,36e10e71fcddcade88646821e0a57cc6c19e1ecf,5,0,2020-01-02T00:00:00+00:00,2020-01-30T23:55:13+00:00
1710,2404,CVE-2020-5233,oauth2-proxy,oauth2_proxy,a316f8a06f3c0ca2b5fc5fa18a91781b313607b2,22,-3,2020-01-02T00:00:00+00:00,2020-01-30T17:45:17+00:00
1715,2409,CVE-2020-5251,parse-community,parse-server,3a3a5eee5ffa48da1352423312cb767de14de269,64,-4,2020-01-02T00:00:00+00:00,2020-03-04T15:10:14+00:00
1716,2410,CVE-2020-5258,dojo,dojo,20a00afb68f5587946dc76fbeaa68c39bda2171d,2,0,2020-01-02T00:00:00+00:00,2020-03-10T17:50:20+00:00
1718,2412,CVE-2020-5262,easybuilders,easybuild-framework,210743d0e3618a8ac0a56eb9c0f4fa4fd8ae53b9,245,-5,2020-01-02T00:00:00+00:00,2020-03-19T17:05:16+00:00
1719,2413,CVE-2020-5263,auth0,auth0.js,355ca749b229fb93142f0b3978399b248d710828,25,-1,2020-01-02T00:00:00+00:00,2020-04-09T15:50:12+00:00
1720,2414,CVE-2020-5280,http4s,http4s,250afddbb2e65b70ca9ddaec9d1eb3aaa56de7ec,600,-18,2020-01-02T00:00:00+00:00,2020-03-25T17:45:17+00:00
1721,2415,CVE-2020-5280,http4s,http4s,752b3f63a05a31d2de4f8706877aa08d6b89efca,602,-16,2020-01-02T00:00:00+00:00,2020-03-25T17:45:17+00:00
1722,2416,CVE-2020-5280,http4s,http4s,b87f31b2292dabe667bec3b04ce66176c8a3e17b,601,-17,2020-01-02T00:00:00+00:00,2020-03-25T17:45:17+00:00
1726,2423,CVE-2020-5529,HtmlUnit,htmlunit,bc1f58d483cc8854a9c4c1739abd5e04a2eb0367,46,-39,2020-01-06T00:00:00+00:00,2020-02-11T08:35:12+00:00
1727,2425,CVE-2020-6174,theupdateframework,python-tuf,2977188139d065ff3356c3cb4aec60c582b57e0e,3,-3,2020-01-08T00:00:00+00:00,2020-02-05T15:49:15+00:00
1730,2433,CVE-2020-7598,minimistjs,minimist,10bd4cdf49d9686d48214be9d579a9cdfda37c68,12,1,2020-01-21T00:00:00+00:00,2020-03-11T21:40:09+00:00
1731,2434,CVE-2020-7598,minimistjs,minimist,38a4d1caead72ef99e824bb420a2528eec03d9ab,7,-4,2020-01-21T00:00:00+00:00,2020-03-11T21:40:09+00:00
1732,2435,CVE-2020-7598,minimistjs,minimist,4cf1354839cb972e38496d35e12f806eea92c11f,10,-1,2020-01-21T00:00:00+00:00,2020-03-11T21:40:09+00:00
1733,2436,CVE-2020-7598,minimistjs,minimist,63e7ed05aa4b1889ec2f3b196426db4500cbda94,3,-8,2020-01-21T00:00:00+00:00,2020-03-11T21:40:09+00:00
1738,2444,CVE-2020-7622,jooby-project,jooby,b66e3342cf95205324023cfdf2cb5811e8a6dcf4,-314,-572,2020-01-21T00:00:00+00:00,2020-04-06T14:08:48+00:00
1743,2449,CVE-2020-7640,jhuckaby,pixl-class,47677a3638e3583e42f3a05cc7f0b30293d2acc8,0,0,2020-01-21T00:00:00+00:00,2020-04-27T21:34:45+00:00
1746,2453,CVE-2020-7656,jquery,jquery,05531fc4080ae24070930d15ae0cea7ae056457d,-2152,-2188,2020-01-21T00:00:00+00:00,2020-05-19T00:00:00+00:00
1747,2454,CVE-2020-7656,jquery,jquery,606b863edaff29035960e4d813b45d63b8d92876,-5458,-5494,2020-01-21T00:00:00+00:00,2020-05-19T00:00:00+00:00
1757,2464,CVE-2020-7677,thenables,thenify,0d94a24eb933bc835d568f3009f4d269c4c4c17a,0,-2,2020-01-21T00:00:00+00:00,2022-07-25T14:08:22+00:00
1759,2466,CVE-2020-7688,mikaelbr,mversion,b7a8b32600e60759a7ad3921ec4a2750bf173482,8,-3,2020-01-21T00:00:00+00:00,2020-07-01T16:15:15+00:00
1783,2492,CVE-2020-7741,MrSwitch,hello.js,d6f5137f30de6e0ef7048191ee6ae575fdc2f669,4,-3,2020-01-21T00:00:00+00:00,2020-10-06T14:30:15+00:00
1784,2494,CVE-2020-7743,josdejong,mathjs,ecb80514e80bce4e6ec7e71db8ff79954f07c57e,179,-1,2020-01-21T00:00:00+00:00,2020-10-13T09:15:16+00:00
1785,2495,CVE-2020-7748,TypedProject,tsed,1395773ddac35926cf058fc6da9fb8e82266761b,762,-5,2020-01-21T00:00:00+00:00,2020-10-20T10:25:21+00:00
1790,2500,CVE-2020-7758,browserless,chrome,848b87e5bea4f8473eea85261a5ff922d6ebd2b6,702,-25,2020-01-21T00:00:00+00:00,2020-11-02T18:30:22+00:00
1791,2501,CVE-2020-7760,codemirror,CodeMirror,55d0333907117c9231ffdf555ae8824705993bbb,171,-9,2020-01-21T00:00:00+00:00,2020-10-30T11:10:32+00:00
1793,2503,CVE-2020-7762,jsreport,jsreport-chrome-pdf,6750b2f77d05cb843aefc1c4a98097a3bd33a6a2,15,-5,2020-01-21T00:00:00+00:00,2020-11-05T12:30:14+00:00
1796,2507,CVE-2020-7766,flitbit,json-ptr,2539e3494c80af1eef24f0f433654a61f255f011,67,4,2020-01-21T00:00:00+00:00,2020-11-10T15:35:15+00:00
1805,2518,CVE-2020-7792,mout,mout,3fecf1333e6d71ae72edf48c71dc665e40df7605,10,7,2020-01-21T00:00:00+00:00,2020-12-11T11:05:21+00:00
1809,2522,CVE-2020-7924,mongodb,mongo-tools,8c1800b5155084f954a39a1f2f259efac3bb86de,145,-55,2020-01-23T00:00:00+00:00,2021-04-12T16:25:11+00:00
1814,2530,CVE-2020-8203,lodash,lodash,c84fe82760fb2d3e03a63379b297a1cc1a2fce12,2,-6,2020-01-28T00:00:00+00:00,2020-07-15T16:10:27+00:00
1817,2537,CVE-2020-8568,kubernetes-sigs,secrets-store-csi-driver,c2cbb19e2eef16638fa0523383788a4bc22231fd,260,-70,2020-02-03T00:00:00+00:00,2021-01-21T17:09:21+00:00
1822,2542,CVE-2020-8910,google,closure-library,294fc00b01d248419d8f8de37580adf2a0024fc9,47,-32,2020-02-12T00:00:00+00:00,2020-03-26T11:38:26+00:00
1834,2560,CVE-2020-9543,openstack,manila,947315f0903c823b0fdd9d99c60078814587272c,-16,-19,2020-03-02T00:00:00+00:00,2020-03-12T16:40:20+00:00
1838,2564,CVE-2021-20178,ansible-collections,community.general,1d0c5e2ba47724c31a18d7b08b9daf13df8829dc,63,-350,2020-12-17T00:00:00+00:00,2021-05-26T00:00:00+00:00
1843,2572,CVE-2021-20327,mongodb,libmongocrypt,76365515ff8754b9f705e56428dd0d7efa7f541b,23,-10,2020-12-17T00:00:00+00:00,2021-02-25T16:25:11+00:00
1859,2592,CVE-2021-21290,netty,netty,c735357bf29d07856ad171c6611a2e1a0e0000ec,69,-4,2020-12-22T00:00:00+00:00,2021-02-08T20:10:16+00:00
1860,2594,CVE-2021-21293,http4s,blaze,4f786177f9fb71ab272f3a5f6c80bca3e5662aa1,175,-7,2020-12-22T00:00:00+00:00,2021-02-02T21:35:17+00:00
1861,2595,CVE-2021-21294,http4s,http4s,987d6589ef79545b9bb2324ac4bdebf82d9a0171,772,-6,2020-12-22T00:00:00+00:00,2021-02-02T21:40:19+00:00
1862,2596,CVE-2021-21295,netty,netty,89c241e3b1795ff257af4ad6eadc616cb2fb3dc4,106,-6,2020-12-22T00:00:00+00:00,2021-03-09T18:35:19+00:00
