,owner,repo,mrr,recall100,recall500,recall1000,recall2000,recall5000,commit_count,cve_count
10,AGProjects,python-cjson,0.3333333333,1.0,1.0,1.0,1.0,1.0,84,1
11,dojo,dojo,0.1685323383,0.5,1.0,1.0,1.0,1.0,3967,2
12,cdent,paste,0.25,1.0,1.0,1.0,1.0,1.0,1805,1
13,zopefoundation,ZODB,0.002044989775,0.0,1.0,1.0,1.0,1.0,5001,1
14,dscho,hg,0.2,0.5,1.0,1.0,1.0,1.0,29698,1
15,apache,libcloud,0.343837535,1.0,1.0,1.0,1.0,1.0,10136,3
16,jquery,jquery-ui,0.5895833333,0.875,1.0,1.0,1.0,1.0,7377,4
17,apache,httpcomponents-client,0.0401826484,0.75,1.0,1.0,1.0,1.0,3742,2
18,irmen,Pyro3,0.1666666667,1.0,1.0,1.0,1.0,1.0,63,1
19,toastdriven,django-tastypie,0.5,1.0,1.0,1.0,1.0,1.0,1279,1
20,apache,myfaces,0.01437568456,0.5,1.0,1.0,1.0,1.0,6333,2
21,celery,celery,0.002463054187,0.0,1.0,1.0,1.0,1.0,12763,1
22,OWASP,java-html-sanitizer,0.1428571429,1.0,1.0,1.0,1.0,1.0,549,1
23,jetty,jetty.project,0.3780903144,0.5,1.0,1.0,1.0,1.0,55932,4
24,backstage,backstage,0.01741078205,0.2,0.5,0.7,0.9,1.0,62426,10
25,jquery,jquery,0.1483783427,0.5,0.75,0.75,0.875,1.0,6749,4
26,apache,tomcat55,1.0,1.0,1.0,1.0,1.0,1.0,1658,1
27,apache,poi,0.08333333333,1.0,1.0,1.0,1.0,1.0,30898,1
28,openstack,nova,0.237871573,0.6764705882,0.8676470588,0.8676470588,0.9411764706,0.9411764706,61188,34
29,sqlalchemy,sqlalchemy,0.1744791667,1.0,1.0,1.0,1.0,1.0,17323,2
30,cdent,pastescript,0.3333333333,1.0,1.0,1.0,1.0,1.0,593,1
31,pediapress,pyfribidi,1.0,1.0,1.0,1.0,1.0,1.0,27,1
32,OpenNMS,opennms,0.006026198607,0.07142857143,0.07142857143,0.4523809524,0.8571428571,1.0,60373,14
33,apache,commons-compress,0.696969697,1.0,1.0,1.0,1.0,1.0,5691,3
34,apache,sling-org-apache-sling-servlets-post,0.1,1.0,1.0,1.0,1.0,1.0,365,1
35,tornadoweb,tornado,0.1782945736,1.0,1.0,1.0,1.0,1.0,4806,2
36,dlitz,pycrypto,0.7333333333,1.0,1.0,1.0,1.0,1.0,931,3
37,grafana,grafana,0.1690260563,0.5454545455,0.6363636364,0.7272727273,0.8181818182,0.9090909091,56919,11
38,bbangert,beaker,0.07692307692,1.0,1.0,1.0,1.0,1.0,825,1
39,apache,james-hupa,0.0625,1.0,1.0,1.0,1.0,1.0,727,1
40,moinwiki,moin,1.0,1.0,1.0,1.0,1.0,1.0,5418,1
41,ansible,ansible,0.164415552,0.5882352941,0.6470588235,0.6470588235,0.7058823529,0.8823529412,54793,17
42,jaraco,keyring,1.0,0.8,1.0,1.0,1.0,1.0,2255,1
43,jruby,jruby,0.03867853213,1.0,1.0,1.0,1.0,1.0,53995,6
44,PaddlePaddle,Paddle,0.02406678423,0.1739130435,0.3043478261,0.4782608696,0.652173913,0.6956521739,52800,23
45,moby,moby,0.2862054985,1.0,1.0,1.0,1.0,1.0,51442,7
46,openstack,neutron,0.474695586,0.7142857143,0.8571428571,0.8571428571,0.9285714286,1.0,48196,7
47,vercel,next.js,0.1708197562,0.3333333333,0.5,0.5,0.6666666667,0.8333333333,42235,6
48,pyradius,pyrad,0.5,1.0,1.0,1.0,1.0,1.0,366,2
49,btcsuite,go-socks,1.0,1.0,1.0,1.0,1.0,1.0,15,1
50,mardiros,pyshop,0.3333333333,1.0,1.0,1.0,1.0,1.0,431,1
51,apache,openjpa,0.01075268817,1.0,1.0,1.0,1.0,1.0,5375,1
52,apache,qpid-python,1.0,1.0,1.0,1.0,1.0,1.0,1057,1
53,openstack,python-keystoneclient,0.7142857143,1.0,1.0,1.0,1.0,1.0,2520,3
54,happyworm,jPlayer,0.09090909091,1.0,1.0,1.0,1.0,1.0,395,1
55,jython,frozen-mirror,0.0303030303,1.0,1.0,1.0,1.0,1.0,8323,1
56,fusesource,hawtjni,0.05,1.0,1.0,1.0,1.0,1.0,291,1
57,httplib2,httplib2,0.1884615385,1.0,1.0,1.0,1.0,1.0,551,3
58,apache,commons-fileupload,0.04025764895,1.0,1.0,1.0,1.0,1.0,1880,2
59,python-bugzilla,python-bugzilla,0.06666666667,1.0,1.0,1.0,1.0,1.0,1294,1
60,openstack,cinder,0.5015151515,0.5,0.75,0.75,0.75,0.75,12766,4
61,pyca,pyopenssl,0.3406212664,1.0,1.0,1.0,1.0,1.0,2330,3
62,TryGhost,Ghost,0.107003663,0.8,1.0,1.0,1.0,1.0,40364,5
63,joestump,python-oauth2,0.02777777778,1.0,1.0,1.0,1.0,1.0,352,1
64,javamelody,javamelody,0.3901859058,0.6666666667,1.0,1.0,1.0,1.0,3777,3
65,apache,sling-org-apache-sling-auth-core,0.5,1.0,1.0,1.0,1.0,1.0,325,1
66,ESAPI,esapi-java-legacy,0.01325854363,0.3333333333,0.6666666667,1.0,1.0,1.0,2203,3
67,apache,santuario-java,0.001792114695,0.0,0.0,1.0,1.0,1.0,2922,1
68,pywbem,pywbem,1.0,1.0,1.0,1.0,1.0,1.0,2989,2
69,transifex,transifex-client,0.007299270073,0.0,1.0,1.0,1.0,1.0,723,1
70,senchalabs,connect,0.004156105526,0.0,0.3333333333,0.8333333333,1.0,1.0,3652,3
71,github,hubot-scripts,0.0006983240223,0.0,0.0,0.0,1.0,1.0,3293,1
72,mytrile,node-libnotify,0.1666666667,1.0,1.0,1.0,1.0,1.0,18,1
73,mitsuhiko,jinja2,0.1428571429,1.0,1.0,1.0,1.0,1.0,2919,1
74,pslegr,core-1,0.1666666667,1.0,1.0,1.0,1.0,1.0,551,1
75,berriai,litellm,0.008859723537,0.4,0.6,0.8,0.8,1.0,38798,5
76,strapi,strapi,0.04572801151,0.3703703704,0.6296296296,0.7407407407,0.962962963,1.0,35745,9
77,rhuss,jolokia,0.04496767478,0.6666666667,1.0,1.0,1.0,1.0,2735,3
78,github,hub,0.25,1.0,1.0,1.0,1.0,1.0,3337,1
79,jonschlinkert,remarkable,0.004608294931,0.0,1.0,1.0,1.0,1.0,517,1
80,SmartBear,soapui,0.3333333333,1.0,1.0,1.0,1.0,1.0,7762,1
81,cloudflare,golz4,0.25,1.0,1.0,1.0,1.0,1.0,19,1
82,agnivade,easy-scrypt,0.02777777778,1.0,1.0,1.0,1.0,1.0,38,1
83,jmurty,java-xmlbuilder,0.2,1.0,1.0,1.0,1.0,1.0,103,1
84,alex,rply,0.2540983607,0.5,1.0,1.0,1.0,1.0,264,2
85,takluyver,pyxdg,1.0,1.0,1.0,1.0,1.0,1.0,522,1
86,numpy,numpy,0.1268505157,0.6666666667,0.6666666667,1.0,1.0,1.0,75949,3
87,Eugeny,ajenti,0.01647014786,0.5,1.0,1.0,1.0,1.0,2532,2
88,django,django,0.6473865366,0.9464285714,0.9642857143,1.0,1.0,1.0,33334,28
89,kiorky,SOAPpy,1.0,1.0,1.0,1.0,1.0,1.0,69,1
90,ronsigal,Resteasy,0.125,1.0,1.0,1.0,1.0,1.0,4448,1
91,spring-projects,spring-framework,0.1082121884,0.3904761905,0.6571428571,0.8,0.9238095238,0.9619047619,32182,35
92,docker,docker,0.03146686522,0.25,0.25,0.25,0.25,1.0,51442,4
93,apache,syncope,0.255952381,0.75,1.0,1.0,1.0,1.0,8725,2
94,picketlink,picketlink,0.003521126761,0.0,1.0,1.0,1.0,1.0,3138,1
95,python-rope,rope,0.01639344262,1.0,1.0,1.0,1.0,1.0,3372,1
96,hibernate,hibernate-validator,0.04653679654,0.5625,1.0,1.0,1.0,1.0,4697,2
97,apache,activemq-apollo,0.1666666667,1.0,1.0,1.0,1.0,1.0,2244,1
98,jenkinsci,jenkins,0.06538592507,0.5321513002,0.9191489362,0.9645390071,0.9929078014,1.0,30736,141
99,hornetq,hornetq,0.007518796992,0.0,1.0,1.0,1.0,1.0,11121,1
100,apache,lucene-solr,0.5333333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.6666666667,30198,6
101,tojocky,node-printer,0.02777777778,1.0,1.0,1.0,1.0,1.0,321,1
102,mayan-edms,mayan-edms,0.04166666667,1.0,1.0,1.0,1.0,1.0,11777,1
103,djblets,djblets,0.625,1.0,1.0,1.0,1.0,1.0,3342,2
104,Jasig,dotnet-cas-client,0.5,1.0,1.0,1.0,1.0,1.0,282,1
105,hapijs,hapi,0.004293901183,0.0,0.5,0.5,1.0,1.0,5774,2
106,pillarjs,send,0.1172413793,1.0,1.0,1.0,1.0,1.0,578,2
107,substack,node-syntax-error,0.08333333333,1.0,1.0,1.0,1.0,1.0,51,1
108,hapijs,crumb,0.01333333333,1.0,1.0,1.0,1.0,1.0,284,1
109,hapijs,bassmaster,0.05263157895,1.0,1.0,1.0,1.0,1.0,183,1
110,home-assistant,core,0.005507609295,0.0,0.5555555556,0.6666666667,1.0,1.0,8377,3
111,droolsjbpm,drools,1.0,1.0,1.0,1.0,1.0,1.0,17443,1
112,mkomitee,requests-kerberos,1.0,1.0,1.0,1.0,1.0,1.0,171,1
113,NodeBB,NodeBB,0.04798680253,0.4444444444,0.5555555556,1.0,1.0,1.0,29348,9
114,pypa,pip,0.04794801888,0.5,1.0,1.0,1.0,1.0,14989,4
115,skoranga,node-dns-sync,0.3034188034,1.0,1.0,1.0,1.0,1.0,18,3
116,jelmer,dulwich,0.35,1.0,1.0,1.0,1.0,1.0,4767,2
117,apache,ws-wss4j,0.00495049505,0.0,1.0,1.0,1.0,1.0,3200,1
118,jamesturk,django-markupfield,0.09090909091,1.0,1.0,1.0,1.0,1.0,273,1
119,nats-io,jwt,0.01754385965,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,49,3
120,markdown-it,markdown-it,0.03630952381,0.5,0.5,1.0,1.0,1.0,1132,2
121,gopistolet,gopistolet,0.02857142857,1.0,1.0,1.0,1.0,1.0,243,1
122,lxc,lxd,0.01960784314,1.0,1.0,1.0,1.0,1.0,35605,1
123,jhipster,generator-jhipster,0.007436497397,0.3333333333,0.5,1.0,1.0,1.0,56186,3
124,psf,requests,0.1034722222,1.0,1.0,1.0,1.0,1.0,18258,4
125,orientechnologies,orientdb,1.0,1.0,1.0,1.0,1.0,1.0,26035,1
126,ceph,ceph-deploy,0.07949308756,1.0,1.0,1.0,1.0,1.0,2129,2
127,openstack,trove,0.004901960784,0.0,1.0,1.0,1.0,1.0,4929,1
128,picketlink,picketlink-bindings,0.08333333333,1.0,1.0,1.0,1.0,1.0,511,1
129,sosreport,sos,0.03455964326,1.0,1.0,1.0,1.0,1.0,4933,2
130,apple,ccs-pykerberos,0.03703703704,1.0,1.0,1.0,1.0,1.0,174,1
131,trevp,tlslite,0.125,1.0,1.0,1.0,1.0,1.0,410,1
132,NodeBB,nodebb-plugin-markdown,0.01666666667,1.0,1.0,1.0,1.0,1.0,673,1
133,jborg,attic,0.3333333333,1.0,1.0,1.0,1.0,1.0,600,1
134,django-cms,django-cms,0.5055555556,1.0,1.0,1.0,1.0,1.0,16220,2
135,latchset,kdcproxy,0.05555555556,1.0,1.0,1.0,1.0,1.0,85,1
136,apache,cxf-fediz,0.2182539683,1.0,1.0,1.0,1.0,1.0,2255,3
137,WeblateOrg,weblate,0.0,0.0,0.0,0.0,0.0,0.0,28561,5
138,openshift,origin,0.002165163081,0.0,0.5,0.5,1.0,1.0,32412,2
139,openstack,tripleo-heat-templates,0.5005370569,0.5,0.5,1.0,1.0,1.0,15843,2
140,apache,directory-studio,1.0,1.0,1.0,1.0,1.0,1.0,5818,1
141,vesse,node-ldapauth-fork,0.2,1.0,1.0,1.0,1.0,1.0,302,1
142,spring-projects,spring-security,0.1462515927,0.1428571429,0.5,0.7857142857,0.9285714286,1.0,28354,7
143,Netflix,lemur,0.04033419764,0.5,1.0,1.0,1.0,1.0,22112,2
144,openpgpjs,openpgpjs,0.08522727273,1.0,1.0,1.0,1.0,1.0,2554,2
145,devsnd,cherrymusic,0.5,1.0,1.0,1.0,1.0,1.0,1463,2
146,pygments,pygments,0.3426959325,0.75,0.75,1.0,1.0,1.0,6998,4
147,Kozea,Radicale,0.8333333333,1.0,1.0,1.0,1.0,1.0,2844,4
148,apache,lucene,0.0,0.0,0.0,0.0,0.0,0.0,19041,1
149,broofa,node-uuid,0.05555555556,1.0,1.0,1.0,1.0,1.0,263,1
150,expressjs,serve-index,0.09090909091,1.0,1.0,1.0,1.0,1.0,386,1
151,lautis,uglifier,0.07142857143,1.0,1.0,1.0,1.0,1.0,667,1
152,janl,mustache.js,0.009708737864,0.0,1.0,1.0,1.0,1.0,830,1
153,auth0,node-jsonwebtoken,0.5625,1.0,1.0,1.0,1.0,1.0,449,4
154,vadimdemedes,secure-compare,1.0,1.0,1.0,1.0,1.0,1.0,38,1
155,jfhbrook,node-ecstatic,0.07542857143,0.5,1.0,1.0,1.0,1.0,629,2
156,puiterwijk,flask-oidc,0.5,1.0,1.0,1.0,1.0,1.0,158,1
157,salesforce,tough-cookie,0.08650793651,1.0,1.0,1.0,1.0,1.0,650,3
158,tj,node-cookie-signature,0.25,1.0,1.0,1.0,1.0,1.0,67,1
159,apache,airflow,0.1483183562,0.61,0.81,0.85,0.92,0.98,28169,50
160,keycloak,keycloak,0.0748131231,0.2727272727,0.7272727273,0.9090909091,0.9545454545,0.9545454545,27405,22
161,web2py,web2py,0.1489949702,0.5,0.75,1.0,1.0,1.0,8373,4
162,tinymce,tinymce,0.07774216524,0.8333333333,0.8333333333,1.0,1.0,1.0,26402,6
163,websockets,ws,0.5303030303,1.0,1.0,1.0,1.0,1.0,1915,3
164,oliversalzburg,i18n-node-angular,0.05,1.0,1.0,1.0,1.0,1.0,111,1
165,tschaub,grunt-gh-pages,0.0625,1.0,1.0,1.0,1.0,1.0,180,1
166,florianholzapfel,express-restify-mongoose,0.05,1.0,1.0,1.0,1.0,1.0,924,1
167,socketio,engine.io-client,0.006289308176,0.0,1.0,1.0,1.0,1.0,1667,1
168,jashkenas,backbone,0.001953125,0.0,0.0,1.0,1.0,1.0,3540,1
169,sequelize,sequelize,0.5322227626,0.75,1.0,1.0,1.0,1.0,11321,4
170,hokaccha,node-jwt-simple,0.2,1.0,1.0,1.0,1.0,1.0,82,1
171,Janpot,mongodb-instance,1.0,1.0,1.0,1.0,1.0,1.0,6,1
172,ibmdb,node-ibm_db,0.004098360656,0.0,1.0,1.0,1.0,1.0,1086,1
173,dcodeIO,ClosureCompiler.js,0.06666666667,1.0,1.0,1.0,1.0,1.0,122,1
174,nwjs,npm-installer,0.007194244604,0.0,1.0,1.0,1.0,1.0,880,1
175,spunjs,selenium-binaries,0.01724137931,1.0,1.0,1.0,1.0,1.0,291,1
176,kaizhu256,node-phantomjs-lite,0.07692307692,1.0,1.0,1.0,1.0,1.0,61,1
177,koorchik,node-mystem3,0.03703703704,1.0,1.0,1.0,1.0,1.0,52,1
178,jsGiven,jsGiven,0.004784688995,0.0,1.0,1.0,1.0,1.0,1314,1
179,pallets,jinja,0.1389443889,0.75,1.0,1.0,1.0,1.0,2919,4
180,kawasima,struts1-forever,0.3333333333,1.0,1.0,1.0,1.0,1.0,4257,2
181,sybrenstuvel,python-rsa,0.2666666667,1.0,1.0,1.0,1.0,1.0,603,2
182,dinever,golf,0.08333333333,1.0,1.0,1.0,1.0,1.0,194,1
183,uisautomation,django-ucamlookup,0.0625,1.0,1.0,1.0,1.0,1.0,95,1
184,e-Contract,dssp,0.01123595506,1.0,1.0,1.0,1.0,1.0,137,1
185,johnpapa,generator-hottowel,0.04761904762,1.0,1.0,1.0,1.0,1.0,293,1
186,3breadt,dd-plist,0.03125,1.0,1.0,1.0,1.0,1.0,261,1
187,deis,workflow-manager,0.05882352941,1.0,1.0,1.0,1.0,1.0,144,1
188,knex,knex,0.3333333333,1.0,1.0,1.0,1.0,1.0,3081,1
189,gentoo,portage,0.2,1.0,1.0,1.0,1.0,1.0,17810,1
190,mozilla,hawk,0.1544117647,1.0,1.0,1.0,1.0,1.0,388,2
191,mafintosh,is-my-json-valid,0.5079365079,0.75,1.0,1.0,1.0,1.0,236,2
192,ansible,ansible-modules-extras,0.3333333333,1.0,1.0,1.0,1.0,1.0,9160,1
193,element-hq,synapse,0.1215919068,0.525,0.825,0.925,0.95,0.95,23441,20
194,npm,npm,0.08597883598,0.5,1.0,1.0,1.0,1.0,8342,2
195,openstack,murano,1.0,1.0,1.0,1.0,1.0,1.0,4155,1
196,openstack,ironic,0.01886792453,1.0,1.0,1.0,1.0,1.0,13501,1
197,yt-dlp,yt-dlp,0.426971917,0.7333333333,1.0,1.0,1.0,1.0,22994,5
198,python-openxml,python-docx,0.1111111111,1.0,1.0,1.0,1.0,1.0,1074,1
199,latchset,jwcrypto,0.5555555556,1.0,1.0,1.0,1.0,1.0,330,3
200,openstack,manila-ui,1.0,1.0,1.0,1.0,1.0,1.0,735,1
201,python-hyper,priority,0.05882352941,1.0,1.0,1.0,1.0,1.0,407,1
202,apache,cordova-android,0.05555555556,1.0,1.0,1.0,1.0,1.0,4113,1
203,apache,tika,0.04663992663,0.5,0.625,0.625,0.625,0.625,9254,4
204,mpdavis,python-jose,0.3333333333,1.0,1.0,1.0,1.0,1.0,664,1
205,jquery-ui-rails,jquery-ui-rails,0.5,1.0,1.0,1.0,1.0,1.0,216,1
206,openstack,magnum,0.1428571429,1.0,1.0,1.0,1.0,1.0,5608,1
207,ansible,ansible-modules-core,0.5029585799,0.25,1.0,1.0,1.0,1.0,9857,2
208,go-jose,go-jose,0.007369067714,0.3333333333,0.75,0.75,0.75,0.75,562,4
209,etcd-io,etcd,0.08461802049,0.5833333333,0.8333333333,0.8333333333,1.0,1.0,22530,6
210,html5lib,html5lib-python,0.01389156859,1.0,1.0,1.0,1.0,1.0,1612,2
211,bottlepy,bottle,0.1666666667,1.0,1.0,1.0,1.0,1.0,1963,1
212,anthraxx,diffoscope,0.1666666667,1.0,1.0,1.0,1.0,1.0,2500,1
213,twisted,txaws,0.2,1.0,1.0,1.0,1.0,1.0,1194,1
214,oauth2-proxy,oauth2_proxy,0.03884432561,1.0,1.0,1.0,1.0,1.0,386,3
215,jenkinsci,docker-commons-plugin,0.35,1.0,1.0,1.0,1.0,1.0,445,2
216,mde,ejs,0.09124233428,0.5,1.0,1.0,1.0,1.0,3207,4
217,saleor,saleor,0.1649160536,0.6,0.8,1.0,1.0,1.0,21743,5
218,KyleRoss,windows-cpu,0.1111111111,1.0,1.0,1.0,1.0,1.0,46,1
219,soyuka,pidusage,0.02702702703,1.0,1.0,1.0,1.0,1.0,268,1
220,jenkinsci,git-client-plugin,0.1843711844,1.0,1.0,1.0,1.0,1.0,3685,3
221,syncthing,syncthing,0.03640798425,0.8333333333,1.0,1.0,1.0,1.0,7616,3
222,mapproxy,mapproxy,0.002994011976,0.0,1.0,1.0,1.0,1.0,3806,1
223,vvakame,fs-git,0.2,1.0,1.0,1.0,1.0,1.0,70,1
224,tngan,samlify,0.09090909091,1.0,1.0,1.0,1.0,1.0,453,1
225,codehaus-plexus,plexus-utils,0.1261715602,0.6666666667,1.0,1.0,1.0,1.0,1010,3
226,rhysd,Shiba,0.09090909091,1.0,1.0,1.0,1.0,1.0,1043,1
227,josdejong,mathjs,0.7777777778,1.0,1.0,1.0,1.0,1.0,5331,3
228,josdejong,typed-function,1.0,1.0,1.0,1.0,1.0,1.0,417,1
229,fedora-infra,python-fedora,0.04,1.0,1.0,1.0,1.0,1.0,1868,1
230,mqttjs,MQTT.js,0.02857142857,1.0,1.0,1.0,1.0,1.0,1670,1
231,SAML-Toolkits,python-saml,0.01282051282,1.0,1.0,1.0,1.0,1.0,497,1
232,distribution,distribution,0.1282894737,0.5,1.0,1.0,1.0,1.0,10774,2
233,elastic,beats,0.002564102564,0.0,1.0,1.0,1.0,1.0,18387,1
234,kohsuke,libpam4j,1.0,1.0,1.0,1.0,1.0,1.0,69,1
235,openstack,aodh,0.3333333333,1.0,1.0,1.0,1.0,1.0,5194,1
236,electron,electron,0.002002869914,0.0,0.25,0.75,1.0,1.0,24808,4
237,opennetworkinglab,onos,0.001097694841,0.0,0.0,1.0,1.0,1.0,10950,1
238,go-ldap,ldap,0.2,1.0,1.0,1.0,1.0,1.0,368,1
239,hashicorp,consul,0.303793238,0.6666666667,1.0,1.0,1.0,1.0,21517,12
240,opencast,opencast,0.4584803223,0.6428571429,0.7857142857,0.7857142857,0.7857142857,0.9285714286,21329,14
241,jdennis,keycloak-httpd-client-install,0.5833333333,1.0,1.0,1.0,1.0,1.0,75,2
242,miekg,dns,0.5,1.0,1.0,1.0,1.0,1.0,4200,3
243,lepture,mistune,0.501754386,0.6666666667,1.0,1.0,1.0,1.0,686,3
244,python-pillow,Pillow,0.1718622189,0.585399449,0.7878787879,0.8787878788,0.9696969697,1.0,19173,33
245,go-gitea,gitea,0.08493843439,0.5714285714,1.0,1.0,1.0,1.0,19064,7
246,borgbackup,borg,0.1293478261,0.5,1.0,1.0,1.0,1.0,8931,2
247,felixrieseberg,windows-build-tools,0.005319148936,0.0,1.0,1.0,1.0,1.0,328,1
248,cisco,node-jose,0.2651515152,1.0,1.0,1.0,1.0,1.0,275,2
249,caolan,forms,0.02083333333,1.0,1.0,1.0,1.0,1.0,620,1
250,hapijs,nes,1.0,1.0,1.0,1.0,1.0,1.0,441,1
251,cypress-io,request,0.01197766224,0.5,0.5,1.0,1.0,1.0,2351,2
252,jonschlinkert,randomatic,0.25,1.0,1.0,1.0,1.0,1.0,88,1
253,socketio,socket.io,0.1003215434,0.5,0.5,0.5,1.0,1.0,7610,2
254,tj,node-growl,0.03703703704,1.0,1.0,1.0,1.0,1.0,133,1
255,sandy98,node-simple-router,0.2,1.0,1.0,1.0,1.0,1.0,282,1
256,node-modules,charset,0.25,1.0,1.0,1.0,1.0,1.0,28,1
257,expressjs,method-override,0.1666666667,1.0,1.0,1.0,1.0,1.0,177,1
258,debug-js,debug,0.1028735632,0.3333333333,1.0,1.0,1.0,1.0,546,2
259,broofa,mime,0.02564102564,1.0,1.0,1.0,1.0,1.0,398,1
260,openstack,swauth,0.3333333333,1.0,1.0,1.0,1.0,1.0,232,1
261,thanethomson,MLAlchemy,0.5,1.0,1.0,1.0,1.0,1.0,24,1
262,Stranger6667,pyanyapi,0.5,1.0,1.0,1.0,1.0,1.0,132,1
263,tadashi-aikawa,owlmixin,1.0,1.0,1.0,1.0,1.0,1.0,588,1
264,illagrenan,django-make-app,1.0,1.0,1.0,1.0,1.0,1.0,64,1
265,apache,cxf,0.2975553981,0.5897435897,0.8461538462,0.8461538462,0.9230769231,1.0,18570,13
266,auth0,passport-wsfed-saml2,0.5,1.0,1.0,1.0,1.0,1.0,69,1
267,wagtail,wagtail,0.3043549044,0.7,1.0,1.0,1.0,1.0,18489,5
268,git-lfs,git-lfs,0.001821493625,0.0,0.0,1.0,1.0,1.0,9168,1
269,apache,deltaspike,0.3333333333,1.0,1.0,1.0,1.0,1.0,2673,1
270,jgraph,mxgraph,0.3333333333,1.0,1.0,1.0,1.0,1.0,297,2
271,moment,moment,0.2160973085,0.6666666667,1.0,1.0,1.0,1.0,4064,3
272,jasongoodwin,authentikat-jwt,0.05263157895,1.0,1.0,1.0,1.0,1.0,109,1
273,yaml,pyyaml,0.3658730159,1.0,1.0,1.0,1.0,1.0,325,3
274,pippo-java,pippo,0.5942028986,1.0,1.0,1.0,1.0,1.0,1466,4
275,GoogleChrome,rendertron,0.005710799125,0.0,1.0,1.0,1.0,1.0,590,4
276,Pylons,colander,0.05882352941,1.0,1.0,1.0,1.0,1.0,1082,1
277,seccomp,libseccomp-golang,0.5,1.0,1.0,1.0,1.0,1.0,121,1
278,novnc,noVNC,1.0,1.0,1.0,1.0,1.0,1.0,2536,1
279,graphite-project,graphite-web,0.1287878788,1.0,1.0,1.0,1.0,1.0,4386,4
280,isaacs,chownr,0.1666666667,1.0,1.0,1.0,1.0,1.0,54,1
281,gorilla,handlers,0.3333333333,1.0,1.0,1.0,1.0,1.0,198,1
282,itext,rups,0.3333333333,1.0,1.0,1.0,1.0,1.0,193,1
283,vercel,ms,0.0243902439,1.0,1.0,1.0,1.0,1.0,163,1
284,mvpoland,django-ajax-utilities,0.1428571429,1.0,1.0,1.0,1.0,1.0,124,1
285,clojure,clojure,0.01098901099,1.0,1.0,1.0,1.0,1.0,3550,1
286,tomoh1r,ansible-vault,1.0,1.0,1.0,1.0,1.0,1.0,76,1
287,jazzband,tablib,0.05,1.0,1.0,1.0,1.0,1.0,1213,1
288,golang,crypto,1.0,1.0,1.0,1.0,1.0,1.0,1160,3
289,octoprint,octoprint,0.1621194379,0.875,1.0,1.0,1.0,1.0,18298,8
290,fritzy,SleekXMPP,0.125,1.0,1.0,1.0,1.0,1.0,1916,1
291,apache,flex-blazeds,0.125,1.0,1.0,1.0,1.0,1.0,172,1
292,qos-ch,logback,0.07828674948,1.0,1.0,1.0,1.0,1.0,4639,4
293,moinwiki,moin-1.9,0.0,0.0,0.0,0.0,0.0,0.0,1082,3
294,commenthol,serialize-to-js,0.4166666667,1.0,1.0,1.0,1.0,1.0,80,2
295,apache,trafficcontrol,0.06613756614,1.0,1.0,1.0,1.0,1.0,12926,3
296,jenkinsci,junit-plugin,0.05977162934,1.0,1.0,1.0,1.0,1.0,1314,3
297,jenkinsci,credentials-binding-plugin,0.06744949495,1.0,1.0,1.0,1.0,1.0,692,4
298,rubygems,rubygems,0.004517932615,0.0,0.3333333333,1.0,1.0,1.0,29997,2
299,nprapps,pym.js,0.1111111111,1.0,1.0,1.0,1.0,1.0,324,1
300,anymail,django-anymail,0.75,1.0,1.0,1.0,1.0,1.0,918,2
301,brianleroux,tiny-json-http,0.25,1.0,1.0,1.0,1.0,1.0,149,1
302,jenkinsci,coverity-plugin,0.03571428571,1.0,1.0,1.0,1.0,1.0,1243,1
303,OctoPrint,OctoPrint,0.04592937926,1.0,1.0,1.0,1.0,1.0,18298,6
304,jenkinsci,ownership-plugin,1.0,1.0,1.0,1.0,1.0,1.0,353,1
305,jenkinsci,google-play-android-publisher-plugin,0.08333333333,1.0,1.0,1.0,1.0,1.0,281,1
306,infinispan,infinispan,0.2267521368,0.4,0.7,1.0,1.0,1.0,17340,5
307,openstack,horizon,0.1998814049,0.75,0.875,1.0,1.0,1.0,16762,8
308,jenkinsci,mercurial-plugin,0.1733695652,1.0,1.0,1.0,1.0,1.0,1310,4
309,pingidentity,ldapsdk,1.0,1.0,1.0,1.0,1.0,1.0,1637,1
310,jenkinsci,liquibase-runner-plugin,0.08128145567,0.6666666667,1.0,1.0,1.0,1.0,380,3
311,jenkinsci,ansible-plugin,0.1393939394,1.0,1.0,1.0,1.0,1.0,506,4
312,jenkinsci,vsphere-cloud-plugin,0.05882352941,1.0,1.0,1.0,1.0,1.0,483,1
313,tlsfuzzer,tlslite-ng,0.3333333333,1.0,1.0,1.0,1.0,1.0,1769,1
314,OISF,suricata-update,1.0,1.0,1.0,1.0,1.0,1.0,377,1
315,zopefoundation,Zope,0.2056911257,0.875,0.875,0.875,0.875,0.875,16205,8
316,jenkinsci,github-branch-source-plugin,0.0625,1.0,1.0,1.0,1.0,1.0,2310,1
317,jenkinsci,ghprb-plugin,0.06666666667,1.0,1.0,1.0,1.0,1.0,1275,1
318,apache,tomcat80,0.4550110742,0.75,0.8214285714,0.9285714286,1.0,1.0,15944,6
319,jenkinsci,cas-plugin,0.1124338624,1.0,1.0,1.0,1.0,1.0,158,3
320,jenkinsci,synopsys-detect-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,529,1
